table_schema,table_name,column_name,data_type,is_nullable,column_default,ordinal_position,column_comment
archive,dol_pressure_signals_ctb,created_at,timestamp with time zone,YES,,12,Timestamp when this record was created.
archive,dol_pressure_signals_ctb,ctb_archived_at,timestamp with time zone,YES,,13,Timestamp when ctb archived occurred.
archive,dol_pressure_signals_ctb,signal_source,text,YES,,14,Signal source. May be NULL.
archive,intake_enrichment_handler_registry_752947,id,integer,NO,nextval('archive.enrichment_handler_registry_id_seq'::regclass),1,Id.
archive,intake_enrichment_handler_registry_752947,handler_name,text,NO,,2,Name of handler.
archive,intake_enrichment_handler_registry_752947,handler_type,text,NO,,3,Classification type for handler.
archive,intake_enrichment_handler_registry_752947,error_types,ARRAY,NO,,4,Array of error types.
archive,intake_enrichment_handler_registry_752947,error_fields,ARRAY,NO,,5,Array of error fields.
archive,intake_enrichment_handler_registry_752947,priority_order,integer,YES,100,6,Priority order. May be NULL.
archive,intake_enrichment_handler_registry_752947,enabled,boolean,YES,true,7,Whether enabled. Boolean.
archive,intake_enrichment_handler_registry_752947,config,jsonb,YES,'{}'::jsonb,8,JSONB data for config.
archive,intake_enrichment_handler_registry_752947,success_rate,numeric,YES,0.00,9,Success rate. May be NULL.
archive,intake_enrichment_handler_registry_752947,avg_processing_time_ms,integer,YES,0,10,Avg processing time ms. May be NULL.
archive,intake_enrichment_handler_registry_752947,last_used_at,timestamp with time zone,YES,,11,Timestamp when last used occurred.
archive,intake_enrichment_handler_registry_752947,metadata,jsonb,YES,'{}'::jsonb,12,JSONB data for metadata.
archive,intake_enrichment_handler_registry_752947,created_at,timestamp with time zone,YES,now(),13,Timestamp when this record was created.
archive,intake_enrichment_handler_registry_752947,updated_at,timestamp with time zone,YES,now(),14,Timestamp of last modification to this record.
archive,intake_human_firebreak_queue_753152,id,integer,NO,nextval('archive.human_firebreak_queue_id_seq'::regclass),1,Id.
archive,intake_human_firebreak_queue_753152,record_id,integer,NO,,2,ID of the affected record.
archive,intake_human_firebreak_queue_753152,error_type,text,NO,,3,Error classification type.
archive,intake_human_firebreak_queue_753152,error_field,text,NO,,4,Error field.
archive,intake_human_firebreak_queue_753152,raw_value,text,YES,,5,Raw value. May be NULL.
archive,intake_human_firebreak_queue_753152,attempts_made,integer,YES,0,6,Attempts made. May be NULL.
archive,intake_human_firebreak_queue_753152,handlers_tried,ARRAY,YES,,7,Array of handlers tried.
archive,intake_human_firebreak_queue_753152,escalation_reason,text,YES,,8,Reason for escalation.
archive,intake_human_firebreak_queue_753152,priority,text,YES,'normal'::text,9,Priority. May be NULL.
archive,intake_human_firebreak_queue_753152,assigned_to,text,YES,,10,Assigned to. May be NULL.
archive,intake_human_firebreak_queue_753152,status,text,YES,'pending'::text,11,Current status of this record.
archive,intake_human_firebreak_queue_753152,resolution_notes,text,YES,,12,Resolution notes. May be NULL.
archive,intake_human_firebreak_queue_753152,metadata,jsonb,YES,'{}'::jsonb,13,JSONB data for metadata.
archive,intake_human_firebreak_queue_753152,created_at,timestamp with time zone,YES,now(),14,Timestamp when this record was created.
archive,intake_human_firebreak_queue_753152,resolved_at,timestamp with time zone,YES,,15,Timestamp when this issue was resolved.
archive,intake_human_firebreak_queue_753152,validation_failed_id,integer,YES,,16,Identifier for validation failed.
archive,intake_human_firebreak_queue_753152,altitude,integer,YES,10000,17,Altitude. May be NULL.
archive,intake_human_firebreak_queue_753152,doctrine,text,YES,'STAMPED'::text,18,Doctrine. May be NULL.
archive,intake_validation_audit_log_753371,id,integer,NO,nextval('archive.validation_audit_log_id_seq'::regclass),1,Id.
archive,intake_validation_audit_log_753371,record_id,integer,NO,,2,ID of the affected record.
archive,intake_validation_audit_log_753371,error_type,text,NO,,3,Error classification type.
archive,intake_validation_audit_log_753371,error_field,text,NO,,4,Error field.
archive,intake_validation_audit_log_753371,attempt_source,text,NO,,5,Attempt source.
archive,intake_validation_audit_log_753371,result,text,NO,,6,Result.
archive,intake_validation_audit_log_753371,original_value,text,YES,,7,Original value. May be NULL.
archive,intake_validation_audit_log_753371,enriched_value,text,YES,,8,Enriched value. May be NULL.
archive,intake_validation_audit_log_753371,details,jsonb,YES,'{}'::jsonb,9,Event or error details.
archive,intake_validation_audit_log_753371,processing_time_ms,integer,YES,,10,Processing time ms. May be NULL.
archive,intake_validation_audit_log_753371,confidence_score,numeric,YES,,11,Confidence score (0-100).
archive,intake_validation_audit_log_753371,barton_metadata,jsonb,YES,'{}'::jsonb,12,JSONB data for barton metadata.
archive,intake_validation_audit_log_753371,timestamp,timestamp with time zone,YES,now(),13,Timestamp. May be NULL.
archive,intake_validation_audit_log_753371,validation_failed_id,integer,YES,,14,Identifier for validation failed.
archive,intake_validation_audit_log_753371,altitude,integer,YES,10000,15,Altitude. May be NULL.
archive,intake_validation_audit_log_753371,doctrine,text,YES,'STAMPED'::text,16,Doctrine. May be NULL.
archive,intake_validation_audit_log_753371,process_id,text,YES,'enrichment_router_step_2b'::text,17,UUID of the pipeline process that created or modified this record.
archive,intake_validation_failed_753634,id,integer,NO,nextval('archive.validation_failed_id_seq'::regclass),1,Id.
archive,intake_validation_failed_753634,record_id,integer,NO,,2,ID of the affected record.
archive,intake_validation_failed_753634,error_type,text,NO,,3,Error classification type.
archive,intake_validation_failed_753634,error_field,text,NO,,4,Error field.
archive,intake_validation_failed_753634,raw_value,text,YES,,5,Raw value. May be NULL.
archive,intake_validation_failed_753634,expected_format,text,YES,,6,Expected format. May be NULL.
archive,intake_validation_failed_753634,batch_id,text,YES,,7,ID of the processing batch this record belongs to.
archive,intake_validation_failed_753634,attempts,integer,YES,0,8,Attempts. May be NULL.
archive,intake_validation_failed_753634,last_attempt_source,text,YES,,9,Last attempt source. May be NULL.
archive,intake_validation_failed_753634,last_attempt_at,timestamp with time zone,YES,,10,Timestamp of the most recent processing attempt.
archive,intake_validation_failed_753634,status,text,YES,'pending'::text,11,Current status of this record.
archive,intake_validation_failed_753634,fixed_value,text,YES,,12,Fixed value. May be NULL.
archive,intake_validation_failed_753634,metadata,jsonb,YES,'{}'::jsonb,13,JSONB data for metadata.
archive,intake_validation_failed_753634,created_at,timestamp with time zone,YES,now(),14,Timestamp when this record was created.
archive,intake_validation_failed_753634,updated_at,timestamp with time zone,YES,now(),15,Timestamp of last modification to this record.
archive,marketing_ac_handoff_753855,ac_handoff_id,bigint,NO,nextval('archive.ac_handoff_ac_handoff_id_seq'::regclass),1,Identifier for ac handoff.
archive,marketing_ac_handoff_753855,booking_event_id,bigint,YES,,2,Identifier for booking event.
archive,marketing_ac_handoff_753855,created_at,timestamp with time zone,YES,now(),3,Timestamp when this record was created.
archive,marketing_booking_event_754073,booking_event_id,bigint,NO,nextval('archive.booking_event_booking_event_id_seq'::regclass),1,Identifier for booking event.
archive,marketing_booking_event_754073,company_id,bigint,YES,,2,Identifier for company.
archive,marketing_booking_event_754073,contact_id,bigint,YES,,3,Identifier for contact.
archive,marketing_booking_event_754073,calley_ref,text,YES,,4,Calley ref. May be NULL.
archive,marketing_booking_event_754073,created_at,timestamp with time zone,YES,now(),5,Timestamp when this record was created.
archive,marketing_campaign_754289,campaign_id,bigint,NO,nextval('archive.campaign_campaign_id_seq'::regclass),1,Identifier for campaign.
archive,marketing_campaign_754289,name,text,YES,,2,Name. May be NULL.
archive,marketing_campaign_754289,created_at,timestamp with time zone,YES,now(),3,Timestamp when this record was created.
archive,marketing_campaign_contact_754523,campaign_contact_id,bigint,NO,nextval('archive.campaign_contact_campaign_contact_id_seq'::regclass),1,Identifier for campaign contact.
archive,marketing_campaign_contact_754523,campaign_id,bigint,YES,,2,Identifier for campaign.
archive,marketing_campaign_contact_754523,contact_id,bigint,YES,,3,Identifier for contact.
archive,marketing_campaign_contact_754523,created_at,timestamp with time zone,YES,now(),4,Timestamp when this record was created.
archive,marketing_company_master_ctb,company_unique_id,character varying,YES,,1,Company identifier. May be UUID (sovereign) or text (Barton ID) depending on table.
archive,marketing_company_master_ctb,company_name,character varying,YES,,2,Company name.
archive,marketing_company_master_ctb,domain,character varying,YES,,3,Company domain (e.g. acme.com). No protocol prefix.
archive,marketing_company_master_ctb,industry,character varying,YES,,4,Industry classification.
archive,marketing_company_master_ctb,employee_count,integer,YES,,5,Approximate employee count.
archive,marketing_company_master_ctb,email_pattern,character varying,YES,,6,Email pattern. May be NULL.
archive,marketing_company_master_ctb,pattern_confidence,numeric,YES,,7,Pattern confidence. May be NULL.
archive,marketing_company_master_ctb,source,character varying,YES,,8,Originating data source system.
archive,marketing_company_master_ctb,source_file,character varying,YES,,9,Source data field: source_file.
archive,marketing_company_master_ctb,created_at,timestamp without time zone,YES,,10,Timestamp when this record was created.
archive,marketing_company_master_ctb,updated_at,timestamp without time zone,YES,,11,Timestamp of last modification to this record.
archive,marketing_company_master_ctb,bit_band,integer,YES,,12,Bit band. May be NULL.
archive,marketing_company_master_ctb,bit_phase,text,YES,,13,Bit phase. May be NULL.
archive,marketing_company_master_ctb,archived_at,timestamp with time zone,YES,,14,Timestamp when this record was moved to archive.
archive,marketing_company_master_ctb,archive_reason,text,YES,,15,Reason for archive.
archive,marketing_company_raw_intake_754739,intake_id,bigint,NO,nextval('archive.company_raw_intake_intake_id_seq'::regclass),1,Identifier for intake.
archive,marketing_company_raw_intake_754739,company,text,YES,,2,Company. May be NULL.
archive,marketing_company_raw_intake_754739,company_name_for_emails,text,YES,,3,Company name for emails. May be NULL.
archive,marketing_company_raw_intake_754739,account,text,YES,,4,Account. May be NULL.
archive,marketing_company_raw_intake_754739,lists,text,YES,,5,Lists. May be NULL.
archive,marketing_company_raw_intake_754739,num_employees,integer,YES,,6,Num employees. May be NULL.
archive,marketing_company_raw_intake_754739,industry,text,YES,,7,Industry classification.
archive,marketing_company_raw_intake_754739,account_owner,text,YES,,8,Account owner. May be NULL.
archive,marketing_company_raw_intake_754739,website,text,YES,,9,Website. May be NULL.
archive,marketing_company_raw_intake_754739,company_linkedin_url,text,YES,,10,URL for company linkedin.
archive,marketing_company_raw_intake_754739,facebook_url,text,YES,,11,URL for facebook.
archive,marketing_company_raw_intake_754739,twitter_url,text,YES,,12,URL for twitter.
archive,marketing_company_raw_intake_754739,company_street,text,YES,,13,Company street. May be NULL.
archive,marketing_company_raw_intake_754739,company_city,text,YES,,14,Company city. May be NULL.
archive,marketing_company_raw_intake_754739,company_state,text,YES,,15,Company state. May be NULL.
archive,marketing_company_raw_intake_754739,company_country,text,YES,,16,Company country. May be NULL.
archive,marketing_company_raw_intake_754739,company_postal_code,text,YES,,17,Company postal code. May be NULL.
archive,marketing_company_raw_intake_754739,company_address,text,YES,,18,Company address. May be NULL.
archive,marketing_company_raw_intake_754739,company_phone,text,YES,,19,Company phone. May be NULL.
archive,marketing_company_raw_intake_754739,technologies,text,YES,,20,Technologies. May be NULL.
archive,marketing_company_raw_intake_754739,total_funding,text,YES,,21,Total funding. May be NULL.
